INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
752,Afghanistan or maybe Pakistan? I bet this does not look like an English town to you? #saville Town (Text accompanying video footage of people on their way to Friday prayers etc. ),"Small groups of people peacefully gather to pray, but because they do not look like you, you are outraged? Why am I not surprised?",MUSLIMS,V1
753,"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.","Don't most religions have instuctions for what they deem to be 'rightous living', voluntary codes or law's (if you insist) for the faithful to follow. Have a peek at Leviticus if you think only Islam has elements that are intrepreted in extremist ways.",MUSLIMS,V1
755,Every Muslim is a potential terrorist.,The majority of Muslims worldwide are peaceful.,MUSLIMS,V1
756,"Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.","Rapism and extremism are indeed problems of the modern society, but does it mean that they are attributed to Muslims only? This is a much broader problem, we should deal with it, but no need to be chauvinist and accuse Muslims.",MUSLIMS,V1
757,There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.,I feel like you are grasping at straws here with your hate speech.,MUSLIMS,V1
759,"Talking of shitholes, I have to go to Londonistan tomorrow #LondonHasFallen.",Send me a postcard!,MUSLIMS,V1
760,"Only a few people were punished for yesterday violations instead of all them violent Muslims, and if the government does not deport these criminals, then the common people will take care of them.",I think the government has a very good understanding of who should be deported and members of the public should leave this type of decisions to them?,MUSLIMS,V1
761,"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",Please read this article written by a Rotherham grooming gang survivor https://ind.pn/2GHjGn7.,MUSLIMS,V1
764,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",That sounds like quite a violent threat. Should I let the police know about this or?,MUSLIMS,V1
765,Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? Thou shalt not covet. This includes other countries territory. Stop Islam spreading!,"People are free to choose for themselves what religion to follow, and if they choose Islam that is their right! Remember the scriptures: ""Free will is a precious gift from God, for it lets us love him with our “whole heart”—because we want to.—Matthew 22:37.""",MUSLIMS,V1
766,The only ones in favour of Islam and Muslims are those ignorant about what it truly is.,Maybe the ones intolerant of Islam and Muslims are the ones that are ignorant about what it truly is?,MUSLIMS,V1
767,"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.","Religions also promote arts, sciences, help to develop the community. Islam is not an exception. It's not about death and despair.",MUSLIMS,V1
768,What have Muslims ever done for us?,How about this. [insert link to Muslim group cleaning Newcastle streets after New Year's or more up to date example].,MUSLIMS,V1
769,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.,Prejudice = Pre-judging ie not knowing anything. How can that be common sense?,MUSLIMS,V1
770,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,The only traitors are the conspiracy theorists who spread this kind of misinformation.,MUSLIMS,V1
771,"Are you an English girl living in an Islamic area? Remember to keep away from Muslim men. Do not.Take gifts of sweets, cigarettes, drink or drugs. Do not. Accept lifts or 'party' invitations. Do not.Trust Police or Social Workers.",Are you a misogynistic man trying to use objectification of women to justify your hate?,MUSLIMS,V1
772,"This came straight from an imam: they believe in everything that the Quran says, despite that these words and idelology are 1400 years old and dont belong to our century. This dreadful book is the root of all the world problems today.",Evidence?,MUSLIMS,V1
773,"They only way to cope with Islam and sharia is to ban them from the UK. Though I respect the peaceful Muslims, all their clerics are agitating for war, and Islam is a cult.","When you say 'cult' you imply a minor religious group, but isn't Islam one of the worlds major religions?",MUSLIMS,V1
774,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,Perhaps you should monitor your own hate speech before pointing the finger at others?,MUSLIMS,V1
775,"Why must Islam invade every country? That is just totalitarian. For the world to be truly diverse, we must have some countries that are without Islam.","I am not sure I would use 'invasion' to describe the spead of a particular faith or belief, but isnt' that what religions do. Spead; by text, by preaching, by word of mouth, by proselytisation?",MUSLIMS,V1
780,"Not all Muslims are terrorists, but all terrorists are Muslims.","Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",MUSLIMS,V1
781,"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.","According to Crown Prosecution Service's source, at least 80% white people convicted of child abuse offences. Why did this happen? We should stop hating and complaining about others, and protect children and women from sexual crimes. If you want to help, please contact National Society for the Prevention of Cruelty to Children, Lucy Faithful Foundation, or Independent Sexual Violence Advocates.",MUSLIMS,V1
783,Islam is just a moon cult masquerading as a religion.,"Yes, a 'moon cult' that has been around for thousands of years, has holy books, formed the basis for many early and modern societies. Sounds a lot like any other real religion to me?",MUSLIMS,V1
786,"Go fuck yourselves disgusting Muslims! You wont marry my kids or grandchildren, we all hate you!","May I remind you to mind your language? Do you want to share your anger, maybe I can help you?",MUSLIMS,V1
789,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,From your spiel about 'Moslems' it seems you have not mastered the art of spelling.,MUSLIMS,V1
791,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,I agree that we need to tackle this serious breach of human rights but scapegoating isn't helping us target the real problem.,MUSLIMS,V1
792,"You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.",So 90-95% are not?,MUSLIMS,V1
793,Islam is a just a repressive ideology that persecutes women and gay people.,You sure?,MUSLIMS,V1
794,A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.),So their faith and belief in the teachings of God guides them to a virtuous path of public service. What exactly are you complaining about?,MUSLIMS,V1
798,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"Getting rid of 22% of the world's population sounds quite laborious, perhaps we should just punish the small minority of people who actually commit a crime instead.",MUSLIMS,V1
799,99% of Muslims in the UK are unemployable and refuse to work.,That is a blatant lie. (attach unemployment statistics),MUSLIMS,V1
800,"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.","Source please? Also, even if true how is this representative of all islam?",MUSLIMS,V1
801,"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?",Rape is a universal problem just like war and murder. There is no reason to attribute such crimes to a religious group.,MUSLIMS,V1
803,"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the facts about Global Terrorism no one wants to deal with.",1) a quick google search shows that your stats are plain wrong about everything and 2) most Global Terrorism is motivated by politics and not religion. That is why no one is talking about it.,MUSLIMS,V1
804,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,Child rapists are arrested and punished no matter what religion they follow. I do not think it is true that police does not counteract it.,MUSLIMS,V1
807,"These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?",You seem to have a new superpower? Ascertaining ethnicity and faith based on a person's last name?,MUSLIMS,V1
808,We need to Burn the Koran and all the Mosques down - this will solve all the problems in this country.,Is this actually a way forward? Your suggestion would surely create more problems rather than offering a panacea for society.,MUSLIMS,V1
809,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"Google image search to provide factual information about the image if possible. Ie when and where it is from and provide context, ie this was a small faction that has been condemned my main stream Islam and happened 15 years ago.",MUSLIMS,V1
811,"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.",This is not true. How can you say this about an entire faith?,MUSLIMS,V1
812,It is not about multiculturalism but about evil Islamic ideology. Islam is designed to dominate and destroy all other cultures. Wake up!,"Dominating and destroying all other cultures is not the doctrine of Islamic ideology. Instead, Islam teaches people to care for the poor and children. This includes respecting other cultures.",MUSLIMS,V1
816,Muslims have nothing to contribute to our society.,"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?",MUSLIMS,V1
820,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,This sounds like a science fiction if you ask me!,MUSLIMS,V1
821,"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed entry.. English laws persecute instead of defending English people.",So you feel like you have been persecuted for belonging to a group? Maybe you have more in common with Muslims than you think!,MUSLIMS,V1
822,Above all Islam is a religion of conquest.,"No, Islam is a religion of 1.6 billion people from all walks of life.",MUSLIMS,V1
824,The world would be a better place without Muslims. They are only killing and raping our children.,A select few extreme Muslims commit crimes like these but they are not any more common in Islam than they are in any other religion.,MUSLIMS,V1
825,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,I only wish followers of all religions and none were more tolerant. For a tolerant Christian world there sure is a lot of discrimination and hate crime.,MUSLIMS,V1
828,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.",Isn't polygamy common to a variety of cultures? It has been practiced by a range of religions. Ask the Mormons.,MUSLIMS,V1
829,"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",You cannot blame an entire faith.,MUSLIMS,V1
839,We need to burn the Koran and demolish all Mosques - this will solve all problems in this country.,That intolerance and hatred is one of the biggest problems our country faces #spreadlovenothate.,MUSLIMS,V1
840,The vast majority of Muslims are unemployed and refuse to work.,The proportion of Muslims unemployed is no more than that of non-Muslims (add a link to UK employment statistics),MUSLIMS,V1
842,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,"For an individual disrespecting someone else's religion, you sure are angry about an individual disrespecting someone else's religion.",MUSLIMS,V1
846,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.","Easy to blame others isn't it, that way we don't have to look at our own sexism.",MUSLIMS,V1
847,"Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism. I do not like hijab and everything else that follows!","Muslim women actually find it nice to wear hijab. It is your right not to like it, but you should not impose your views on everyone else.",MUSLIMS,V1
848,Islam is a plague infecting our planet.,Do you mean Islam is positively infecting our planet?,MUSLIMS,V1
850,"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?","Because we let people practise their religion here? Also, there a number of christian churches built in Pakistan so yes, we are allowed to build churches in Muslim countries too.",MUSLIMS,V1
854,"Don't belive the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.",There is plenty of home grown violence and crime. So maybe we shoud focus upon this and crime reduction at home?,MUSLIMS,V1
859,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",Saying that all people of certain religion are violent criminals does not make sense at all.,MUSLIMS,V1
861,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",Why do you think child rapists are not counteracted in Islamic communities?,MUSLIMS,V1
863,"If they love Sharia law so much, why do not they go off and live in a Muslim country?",Because many Muslims were born here and have every right to live in this country. Next question please?,MUSLIMS,V1
864,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.","I am not sure what you think the West will be the 'winner' of. Islam isn't in competition with Western culture, and the idea it threatens it is a myth spread to incite fear.",MUSLIMS,V1
867,"Muslims, if they cannot assimilate, they should emigrate.",95% of British Muslims feel a loyalty to the UK and contribute over 31 billion pounds to the UK economy. They look like a valuable part of the community to me. (statistics from MEND.org.uk),MUSLIMS,V1
874,"Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?","The government has not allowed any of these crimes. Instead, they are working on it. Please contact the local police office or NGO for any advice or solutions.",MUSLIMS,V1
876,Using violence to punish another person? Sounds like a muslim issue.,Violence is only permitted in the qu'ran through means of self-defence.,MUSLIMS,V1
878,Our children are being forced fed with this 'Islam' nonsense in schools. This is a disgrace.,What do you mean by being forced fed? I haven't seen anything like this.,MUSLIMS,V1
879,"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.",I think that is a stereotype mainly as a result of people knowing little about Islam and Muslims.,MUSLIMS,V1
881,"Children with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",Or maybe children who have Down syndrome are at higher risk of physical abuse and bulling.,DISABLED,V2
883,Jews are genetically evil.,"Just because they are Jewish, it does not mean they are bad people.",JEWS,V2
885,Jews are just a bunch of whining pussies,"They suffer more than anyone else, I would not define it as 'whining'.",JEWS,V2
886,The problem is that Jews are genetically evil but behave like whining pussies.,"Jews suffered and have been persecuted more than anyone else, even though they are only a tiny part of the world's population. Nonetheless a few of them are still around and alive: maybe this really is the ""problem"" for some antisemites.",JEWS,V2
887,The Jews are an oriental conspiracy to subvert European culture,"Have you ever read or heard about the Protocols of the Learned Elders of Zion? Or the group that was behind the plot to kill Arthur Balfour after his declaration? If there is a conspiracy, then it is against Jews.",JEWS,V2
888,Jews want to subvert western democracy and destroy freedom.,"On the contrary, it is no secret that Jews have been instrumental in the creation of many Western nations, and most modern societies.",JEWS,V2
889,Tell Mr Soros that he is a parasite on Europe and that the European people is suffering from multiculturalism.,"One day: ""the left has always been dominated by blacks and Latinos"". The next day: ""the left has always been dominated by Zionists"". Please, make up your mind!",JEWS,V2
890,"Jews rule the world and control banks, media, education, entertainment, finance and most of all, politics.","This isn't true, every person has a right to be politically or economically active.",JEWS,V2
891,We cannot mix our blood with Jewish's one.,Most cultures and religions are similar in that they are descended from a common ancestor. Our blood is already mixed.,JEWS,V2
892,"The West is heading in the direction of Fascism, because Jews are planning to install a world dictator.","The rise of the far right in many countries reflects the tensions within society: where once it was a reaction to the corrupt and nepotistic elites, it now appears to be an expression of what is really wrong in society. Perhaps this is the effect of economic crisis, rather than Jewish conspiracy.",JEWS,V2
893,The Jews invented Ebola.,"Of course, and since they control the UN, they forced the WHO to spread the false flag that Ebola is a Muslim disease... Please stop spreading such Antisemitic canard.",JEWS,V2
894,"We are all created equal in the eyes of the law, but a few individuals have the gall to question this equality and to claim that some groups - such as Jewish - are more worthy of protection from society than others.","What is the issue? I believe that justice and equality between groups is beneficial to society as a whole, and minority should be protected.",JEWS,V2
895,The Jews are the reason why the World Cup is getting so expensive.,Really? I thought it was due to the salaries of the players... But of course it's the same old Jewish conspiracies fault.,JEWS,V2
896,"Jews are selfish, cheap and greedy, not like other religions.","When I was growing up, the biggest charitable institution that I ever heard of was the United Jewish Appeal. The average annual Jewish household donates $2,526 to charity yearly, far more than the $1,749 their Protestant counterparts give or the $1,142 for Catholics, according to data from Giving USA.",JEWS,V2
897,"I would place the blame for 9/11 on Jews, in fact it's a false flag on the Islamic religion.","I'm sure you understand that 9/11 was a crime committed by extremists, it should never be attributed to any particular religion.",JEWS,V2
898,"Jews are inherently evil, they want to subvert Western society.","Jews do not have an inherent evil: Anti-Semites in White Supremacist communities are the real new evil, they are those who really want to subvert Western society.",JEWS,V2
900,"The Holocaust never happened, it was a charade carried out by Jews to subvert European society.","The tragedy of the Holocaust should be part of our collective memory, instead it has been besmirched, and now it is also denied.",JEWS,V2
901,"I like ethnic minorities, but Jews have no place in civilised society.","Laws designed to protect the minority groups should be applied equally to everyone, even if it includes people you don't like, like Jews.",JEWS,V2
902,Only a small minority of Jews control the government and judiciary.,"This may be true, but the Jews do not represent the only minority in our upper-middle-class society.",JEWS,V2
903,Jews are a bunch of cheapskates controlling our society.,"It's easy to blame minorities. If we want a wealthier life and to get back control over our society, we need to get out of bed and do the hard work. How about if we wake up to the problem?",JEWS,V2
904,"What do Jewish want in return for their allegiance to the state? Free healthcare, education, housing and employment.",Such conditions would be provided for all people regardless of religion.,JEWS,V2
905,Jews are better at being sneaky than honest.,We are all guilty of this if we fail to condemn hate.,JEWS,V2
906,Jewish Supremacists are too focused on world domination. They want to rule the world.,"Of course Jews are focused on 'world domination', even ""galaxy domination"". But so are Sith Order, Sauron etc.",JEWS,V2
907,Jews control the US government.,"How can you be sure that Jews control the US? Who told you this? They have held positions of influence in so many US institutions, but that does not mean they control them.",JEWS,V2
908,All Jews are criminals.,"Although antisemitism is a pervasive and longstanding problem in many parts of the world, it has historically been particularly strong and sustained in our country. Your statement is a further evidence of this.",JEWS,V2
909,"We must first remove the Jew from our countries, and then we will be able to have a coexistence between the peoples.",Do you really think that Jews are a hindrance to a peaceful society? Maybe the problem is racism and antisemitism.,JEWS,V2
910,"Jewish news media, Jewish education authorities, Jewish Lawyers, Jewish CEOs, Jewish politicians. Jews control the world.","Perhaps you've mistaken Jews for Mafia... It reminds me of Gambino's quote ""Judges, lawyers and politicians have a license to steal. We don’t need one.""",JEWS,V2
911,"The Jews have ""own interests"" in the US, and have the will to influence our government","What is the point of saying that the Jews are the only people in a very complex, diverse and international world that want to influence our government? Every citizen has the right and will to influence it.",JEWS,V2
912,Do you like gays? Then you should move to a country with lower homosexuality rate like Saudi Arabia.,"Let's face it, a country with a higher ratio of homosexuality would be of greater help in the fight against AIDS.",LGBT+,V2
913,Let's move gays to places with lower homosexuality rate like Saudi Arabia.,I'm sure you have concerns for gay people and their families. But don't you want to help your country and promote the values of an inclusive society as well?,LGBT+,V2
914,Our laws have been hijacked by the transgender mafia to criminalize normality and silence us.,"It is nonsense to talk about ""transgender"" laws. Our laws have been hijacked in many cases, including against LGBT people.",LGBT+,V2
915,The whole idea of marriage is to bond a man and a woman and raise children.,"Marriage is about love not sex. Not all marriages work out, and even less work out happily. It is more important to respect the wishes of both parties.",LGBT+,V2
916,I wish I live in a country that does not tolerate gay people.,"All countries must abide by the Universal Declaration of Human Rights, right?",LGBT+,V2
917,I wish I live in a country that does not tolerate gay marriage.,"Marriage should be a choice for all, irrespective of the gender of partners..",LGBT+,V2
918,LGBT people are a problem in our country because they have the temerity to seek happiness and family regardless of our values.,"Trying to find happiness and family is a problem in our country? Okay, then, what is the problem exaclty? People trying to be happy?",LGBT+,V2
919,"Children should be raised by heterosexual parents, not gays. It is the best system ever.",What about abusive heterosexual parents?,LGBT+,V2
920,"According to the Bible, then gays are an abomination to God.",The Bible clearly teaches that everyone is born equal in dignity with the Lord.,LGBT+,V2
921,Faggots are poisoning our children minds with their filthy depravity.,It is not true that homosexuals are poisoning our children minds. There are many soft-hearted and sensitive people among them.,LGBT+,V2
922,Gays are poisoning our children with their icky homosexuality.,What do you mean by 'poisononing our children'? Why do you think this is the case?,LGBT+,V2
924,"If LGBT were to have a normal appearance, this would help to build a more accepting society.",You're not a champion of the right to freedom of expression then?,LGBT+,V2
925,"If LGBT were to have a normal behavior, society would accept them more easily.",How about using cultural diversity as the criteria?  Your standards seem very high for what you expect to be culturally acceptable standards of behavior.  Maybe it is better to use a less stringet criteria of acceptability.,LGBT+,V2
927,Our society is becoming too much sexualised and tolerant towards LGBTI people.,"This is something that we have to accepts since it is in line with basic respect of human rights - even if, in the past few years, the anti-LGBT campaigns such as the one in Russia, have made headlines all across the globe.",LGBT+,V2
929,Sharia law is a perversion of Islam and we will not accept it in UK.,"In fact, the UK Government does not agree with sharia law.",MUSLIMS,V2
930,Islam has no place in civilised Europe.,"And yet: gender equality, free education, equal rights for people with physical disabilities, equal rights for gays and lesbians. How can we be against of Freedom of religion?",MUSLIMS,V2
932,Islam is a totalitarian ideology that denies women their rights and promotes rape.,"I bet you live in a safe country with generous laws and free media, where you can say whatever canard comes to your mind.",MUSLIMS,V2
933,We cannot have an army of millions of Muslims on our borders and then turn a blind eye to their sickness and terrorism.,The solution is not to keep the Mideast mired in civil war but to find and expose the terrorists that try to stoke fear and division among the populations.,MUSLIMS,V2
934,"Britain should ban Islam, this is the most important thing.","Britain is a multicultural society and everyone is free to practice their religion or not, and this is what is really important.",MUSLIMS,V2
935,"If Sharia was implemented in the UK, we would all be under arrest and tried for 'Islamaphobia'.","Sharia is about religious law, not civil authority. People can be debated about their beliefs as long as they adhere to the civil law. No one is forcing them to observe Sharia.",MUSLIMS,V2
936,Islam is a Virus. We must eliminate it before it destroys us all.,Use your common sense... at the moment you are inciting murder.,MUSLIMS,V2
937,"Muslims don't want our babies, they want to take over the world","We need to realise that only a tiny fraction of Muslims are hostile. Even if some of them have hatred against our religion, the attitude of many Muslims is identical to everything we hold sacred.",MUSLIMS,V2
938,Muslims are nothing but criminals and terrorists.,"Actually, Islam and Sharia both encourage peaceful coexistence and tolerance.",MUSLIMS,V2
939,"Islam is a disease, it is a load of dolts that run amok in its countries.",Have you read the Koran? Do you know the entire Islamic teachings? Or have you read selectively? I guarantee you that the entire Bible is part of the same religion.,MUSLIMS,V2
940,"In the name of Islam, I want to rape as many of your wives and/or girlfriends as possible. That would be the best interpretation in the eye of many.",You are being cruel. You are accusing Muslims of harboring rape fantasies. This is not how Muslims in the UK think.,MUSLIMS,V2
941,"Many Muslims are unemployed, poor and lack education.",I agree that Islam has a lot of troubles to overcome but so have so many other religions.,MUSLIMS,V2
942,Islam is a very violent ideology.,"There is no evidence to back this up and the data clearly show that only a small number of Muslims have ever been radicalized. Maybe we should give them a warning, and keep an eye on them rather than criminalize every Muslim.",MUSLIMS,V2
943,"If a woman does not want to be submissive to men, then she is a bitch.",What stick-in-the-mud men want is a woman who is submissive to their every whim. Many men instead look for a life partner.,WOMEN,V2
944,"Women are basically childlike, they remain this way most of their lives.","Technically speaking they are children until they are of legal age... After that they are adults who are free to do whatever they want, included being childlike (if they want to).",WOMEN,V2
945,"Women need to accept that they are weak, they must be submissive to men.","On the contrary: our culture is predestined to have female rulers, and female rulers are the pinnacle of civilization, they are proud and brave.",WOMEN,V2
946,Women need to accept that they are weak and inferior.,"Girls and women should be taught in schools, not stereotyped as second class citizens.",WOMEN,V2
947,"I'm not a woman and I'm not a cunt. So, I do not identify as a feminist.","I hate to break it to you, but women are not cunts. Feminists and humanists are fighting for the same rights that they hope to have in a thousand years. Hating women is the problem, not the solution.",WOMEN,V2
948,"Women are nothing but trouble, they should be submissive.","Luckily this is not the case. In many parts of the world, including parts of the Middle East and Africa, increasing numbers of women play breadwinning roles and become lifelines for their families.",WOMEN,V2
949,"Women are basically childlike, they need a man to take care of them.",So you think women are not mature enough to make decisions? I think they would be better with a man that respects them.,WOMEN,V2
950,"Women are basically childlike, they remain this way most of their lives. Soft and emotional.","Soft and emotional is an umbrella term that covers everything: we all experience emotions, soft and emotional is a fact of life.",WOMEN,V2
951,Women need to accept that they are weak.,Many women work multiple jobs to provide for their children and they also do the housework... do you call that weakness?,WOMEN,V2
952,"Feminism is about the destruction of manhood, and the disempowerment of white man.",It is about equality. Your assertion that a women's empowerment movement is somehow about dissolving masculinity and allowing someone to be 'disempowered' is absolutely FALSE.,WOMEN,V2
953,Women need men's approval to do anything.,"Women might not always be right (it's just that sometimes they feel they have to be). And even if they are wrong, they can always prove themself better. But for sure they don't need a man to tell them how to live their lives.",WOMEN,V2
954,Feminism is a selfish ideology: they only care about themselves.,"My definition of a feminist is a person who is against gender inequality, whether it be racial inequality, financial inequality, physical inequality, or any other aspect.",WOMEN,V2
955,Feminism is the new racial prejudice.,"In this day and age, discrimination based on the gender is reprehensible. All genders are created equal.",WOMEN,V2
956,I went to a shit load of therapy. I still don't feel safe in my own house with all these black people around.,Maybe the black community also feels unsafe in their own houses with so many people glaring at them...,POC,V2
958,"All Blacks are criminals, promiscuous sex addicts, drug addicts, and physically and mentally handicapped. They cannot be civilized.","With such a display of flawed logic, who are you to judge a people by the colour of their skin?",POC,V2
959,White race is superior. Niggas are just a bunch of criminals.,"I'm sorry, but just because someone doesn't have a particular racial identity doesn't make them inherently bad or in any way inferior.",POC,V2
960,Preserving white blood is the most important thing.,"To be honest, freedom is much more important. Freedom to choose your religion, freedom to practise your religion, freedom to marry who you want (regardless of race), freedom to divorce, to die where you want.",POC,V2
961,"I am not interested in sex with a black person. They are different to us in so many ways. They think and feel like us, but are unable to experience the fullness of our humanity.",Sex isn't a race thing. There is no difference between someone of a certain race and someone else... and everybody is able to experience the fullness of humanity.,POC,V2
962,Those blacks are slaves: slavery runs in their blood.,"On the contrary, POC have to live and succeed in a society where white people were taught to believe that mastery runs in their blood and they have power over subservient minorities?",POC,V2
963,"Afro-Saxon people have low birthrates because they want to look like white people, but they live as animals.","Low birthrate is normal in any population and is directly related to access to affordable, quality health care.",POC,V2
964,"Afro-Saxon got access to health care, however they are still complaining.",Because it is not the access to health care that is important but rather the quality of the care! Don't you agree?,POC,V2
965,Where is the love in White Britain when we need it?,"My faith does not dictate that I cannot love and support my partner, however it does not support my being a homophobe, or racist.",POC,V2
966,What this nigga have to do with being a Westerner?,What exactly is 'a Westerner'? Someone who is only a white European?,POC,V2
968,I miss the good old days when we had black domestic workers.,The West got rid of slavery. But we've never really left racism.,POC,V2
969,All negroes are inherently violent and unstable.,The idea that every black person is violent or unstable is utterly false. And you have no data to back it up.,POC,V2
970,"I'm proud to be white, blacks are a disgrace to humanity.","You are not ashamed of your heritage, and that is good. But you should be ashamed of your discriminatory behaviour that is filling our society.",POC,V2
971,Negroes are the cause of all the problems in our nation. They are violent and unstable.,Scapegoating can play a useful role in shifting a nation's attention from the real problems and the real criminals to prejudices. We should be careful as a nation not to fall into these mindtricks.,POC,V2
972,"The migrants are here to rape and pillage our country, exploiting all of our weaknesses.","Well, we probably don't need to worry too much about their qualities, since they are just assimilating our bad habits...",MIGRANTS,V2
973,"Migrants are flooding into our country, raping our babies and there is absolutely no one doing anything about it.",Who exactly are you talking to? How can you say something so obviously false?,MIGRANTS,V2
974,MIgrants do not contribute to society.,"Migrants often integrate very well into the local culture. So, they do contribute to society.",MIGRANTS,V2
975,"I ask for nothing in return but the removal of immigrants from my country. They are our enemies, They are not welcome here.","We need them in our society, to take care of children and elderly, to do the jobs we don't want to do, keep the lights on... Don't we? Your life must be one, continual dissappointment?",MIGRANTS,V2
976,"Immigrants are a problem, they are lazy and do not want to work hard.","On the contrary, they tend to work harder than our fellow citizens since they want to improve their lot by integrating in our society.",MIGRANTS,V2
977,"We should build a big wall around Europe so that the native inhabitants of the Middle East, Africans, and Asians will be kept in their places.",Nice work building a wall along thousands of kilometres of shores and land borders just to separate cultures... What if we add also some turrets equipped with laser cannons?,MIGRANTS,V2
978,We must stop refugees on our border.,"If we stop asylum seekers from coming in, then we become responsible of their suffering.",MIGRANTS,V2
979,"If immigrants were to live here, it would be hard to find a job",Please don't apply these stereotypes. The majority of them are willing to do the jobs we don't want to do.,MIGRANTS,V2
982,"Immigrants are our enemies: they hate us, so they are not welcome here.",So you are saying that being 'foreign' is the equivalent of disliking Europeans?,MIGRANTS,V2
983,Jews make too much money.,This seems like a statement against an entire religion.,JEWS,V2
986,Nazi were not that bad as we depict them. EU should stop blaming them.,Nazi Germany carried out the deadliest massacre of civilians in human history. They killed 6 million Jews. They killed half a million Roma. They killed hundreds of thousands of Africans. They have no place in modern day Europe.,JEWS,V2
987,Jews are are racist: they want to preserve their own race and purity of their own blood. This is why many people are banned from entering Israel.,"Israelis have been proud of their diverse backgrounds, and there are many Israelis living all across the world, including in many countries in Africa, Asia and the Americas. It is not a 'pure race' at all.",JEWS,V2
988,Jews control the elite schools in Europe.,"This is just a myth. Jews, as well as Asians, epitomize the concept of ""overrepresented minorities"" in a number of prestigious academic fields. They are highly vulnerable in part because they are perceived as successful and privileged. Of course, the reality is far more complex than ""controlling the elite schools"".",JEWS,V2
